"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"GUIDE TO NUCLEARLY SAFE USE OF 8'' I.D. CYLINDERS FOR UF$sub 6$ AT ASSAYS ABOVE 12$sup 1$/$sub 2$ PERCENT $sup 235$U, AND 12'' I.D. CYLINDERS AT ASSAYS ABOVE 5 PERCENT $sup 235$U.","Feuerbacher, J. L.","N52420* -Nuclear Materials & Waste Management- Transportation-Containers; CASKS; CRITICALITY; CYLINDERS; DIMENSIONS; ENRICHED URANIUM; HYDROFLUORIC ACID; HYDROGEN; MODERATORS; SAFETY; STORAGE; URANIUM HEXAFLUORIDE; URANIUM FLUORIDES UF$sub 6$/storage of enriched, safety guide for moderation control in 8- and 12-in. ID cylinders for; SHIELDED CONTAINERS/criticality safety of 8- and 12-in. ID cylindrical, for storage of uranium hexafluoride, guide for moderation control in; CRITICALITY/calculations for 8- and 12-in. ID cylinders for uranium hexafluoride using moderation control","","","Dep. NTIS.","Goodyear Atomic Corp., Piketon, Ohio","","","United States","1968-01-01T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 30-JUN-73","","Medium: ED; Size: Pages: 31","","GAT-DM-1125","AT(33-2)-1","","10.2172/4641114","","2020-12-02T00:00:00Z","4641114","https://www.osti.gov/biblio/4641114","https://www.osti.gov/servlets/purl/4641114","","",""
"Z-DEPENDENCE OF THE STOPPING POWER AT LOW ENERGIES.","Turos, A","N32220* -Physics-Atomic & Molecular Physics-Atomic & Molecular Properties; ABSORPTION; ATOMIC NUMBER; ATOMS; CHARGED PARTICLES; ELEMENTS; ENERGY; LOSSES; MATHEMATICS; ELEMENTS/stopping power for charged particles, calculation as function of atomic number; HELIUM IONS/energy losses at 0.5 to 8 MeV as function of atomic number of stopping media; CHARGED PARTICLES/energy losses as function of atomic number of stopping medium, method for calculation of; HYDROGEN IONS/energy losses at 0.5 to 8 MeV as function of atomic number of stopping media","","","Dep.","Institute of Nuclear Research, Warsaw (Poland)","","","Poland","1968-01-01T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-68","","Medium: X; Size: Pages: 6","","INR-P-924","","","","","2010-06-03T00:00:00Z","4474724","https://www.osti.gov/biblio/4474724","","","",""
"HYDROGEN PERMEATION THROUGH SNAP-8 FUEL ELEMENT CLADDING ASSEMBLIES.","Engberg, C J","N38350* -Rocket & Space Reactors-Fuels; ALUMINUM ALLOYS; ANALYSIS; BORON; CHROMIUM ALLOYS; DISTRIBUTION; FUEL CANS; FUEL ELEMENTS; HASTELLOY-N; HIGH TEMPERATURE; HYDROGEN; IRON ALLOYS; MOLYBDENUM ALLOYS; NICKEL ALLOYS; REACTORS; SNAP-8; TESTING; THERMAL STRESSES; NESDPS Office of Nuclear Energy Space and Defense Power Systems; HASTELLOY N/diffusion of hydrogen through SNAP-8 fuel element cladding of, effects of 1200 to 1600$sup 0$F on; HYDROGEN/diffusion through glass-enameled Hastelloy N clad SNAP-8 fuel element, effects of 1200 to 1600$sup 0$F on; SYSTEMS FOR NUCLEAR AUXILIARY POWER (SNAP-8)/fuel element cladding assemblies for, effects of 1200 to 1600$sup 0$F on hydrogen diffusion through","","","Dep. CFSTI.","North American Aviation, Inc., Canoga Park, CA (United States). Atomics International Div.","","","United States","1967-01-01T00:00:00Z","English","Technical Report","","Other Information: From 69th Annual Meeting of the American Ceramic Society, New York. UNCL. Orig. Receipt Date: 31-DEC-68","","Medium: ED","","NAA-SR-Memo-12425; CONF-670417-3","AT(04-3)-701B","","10.2172/4540343","","2012-12-13T00:00:00Z","4540343","https://www.osti.gov/biblio/4540343","https://www.osti.gov/servlets/purl/4540343","","",""
"ANGULAR CORRELATIONS BETWEEN PIONS IN TEN-PRONG $pi$$sup +$ -P INTERACTIONS AT 8 GeV/c PRIMARY $pi$$sup +$ -MOMENTUM.","Eskreys, A; Wolek, H","N34140* -Physics (High Energy)-Particle Interactions & Properties (Experimental)-Strong (Meson-induced); ANGULAR CORRELATION; ANGULAR DISTRIBUTION; BUBBLE CHAMBERS; GEV RANGE; INTERACTIONS; MOMENTUM; PIONS; PRODUCTION; PROTONS; MESONS ($pi$)/production in 10-prong $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, angular correlations for, (E); MESONS ($pi$$sup +$)/interactions $pi$$sup +$ + p at 8 GeV/c in hydrogen bubble chamber, angular correlations between mesons ($pi$) in 10-prong, (E); PROTONS/ interactions $pi$$sup +$ + p at 8 GeV/c in hydrogen bubble chamber, angular correlations between mesons ($pi$) in 10-prong, (E)","","","Dep.","Institute of Nuclear Research, Warsaw (Poland)","","","Poland","1967-01-01T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-68","","Medium: X; Size: Pages: 10","","INR-876/VI/PH","","","","","2010-06-03T00:00:00Z","4524794","https://www.osti.gov/biblio/4524794","","","",""
"Density changes of SNAP fuel due to changes of H/Zr","Sawicky, W","N77800* -Reactors-Space, Mobile, Propulsion, Transportation & Package Reactors; *SNAP 8 REACTOR- FUEL ELEMENTS; DENSITY; HYDROGEN; VARIATIONS; ZIRCONIUM; NESDPS Office of Nuclear Energy Space and Defense Power Systems","","","Dep. NTIS","Atomics International Div., Canoga Park, Calif. (USA)","","","United States","1966-08-01T00:00:00Z","English","Technical Report","","Other Information: Declassified 9 Oct 1972. Orig. Receipt Date: 31-DEC-75","","Medium: X; Size: Pages: 38","","NAA-SR-Memo-12109","","","","","2012-06-28T00:00:00Z","4201276","https://www.osti.gov/biblio/4201276","","","",""
"SOLAR EVOLUTION WITH VARYING G","Ezer, D; Cameron, A G W","PHYSICS; Astrophysics and Cosmology; BORON 8; COSMOLOGY; GRAVITATION; HELIUM; HYDROGEN; LITHIUM; NEUTRINOS; NUMERICALS; PRODUCTION; STARS; SUN","","","","National Aeronautics and Space Administration, New York","USDOE","","Country unknown/Code not available","1966-03-01T00:00:00Z","English","Journal Article","","Journal Name: Canadian Journal of Physics (Canada); Journal Volume: Vol: 44; Other Information: Orig. Receipt Date: 31-DEC-66","","Medium: X; Size: Pages: 593-615","","","","Journal ID: CJPHA; 0008-4204","10.1139/p66-050","","2016-05-17T00:00:00Z","4549251","https://www.osti.gov/biblio/4549251","","Canadian Journal of Physics (Canada)","","Vol: 44"
"RESULTS OF S8ER SAMPLING PROGRAM.","Rosen, S L","N38370* -Rocket & Space Reactors-Operation; ANALYSIS; ARGON 39; COOLANT LOOPS; FISSION PRODUCTS; GAMMA SPECTROMETERS; HEAT TRANSFER; HELIUM; LIQUID METAL COOLANT; MONITORING; POTASSIUM ALLOYS; POWER PLANTS; RADIATIONS; REACTOR SAFETY; REACTORS; SNAP-8; SODIUM ALLOYS; WATER; XENON 135; NESDPS Office of Nuclear Energy Space and Defense Power Systems; HYDROGEN/content in SNAP-8 coolant flow of, determination of; SYSTEMS FOR NUCLEAR AUXILIARY POWER (SNAP-8)/cooling system of, radiation monitoring of potassium-sodium; XENON ISOTOPES Xe-135/content in SNAP- 8 coolant flow of, determination of; ARGON ISOTOPES Ar-39/content in SNAP-8 coolant flow of, determination of; POTASSIUM ALLOYS AND SYSTEMS/K-Na, radiation monitoring of SNAP-8 coolant, analysis of; HELIUM/radiation monitoring of SNAP-8 cover gas of, analysis of; SODIUM ALLOYS AND SYSTEMS/K-Na, radiation monitoring of SNAP-8 coolant, analysis of; WATER/radiation monitoring of SNAP-8 heat transfer system, analysis of","","","Dep. CFSTI.","Atomics International, Canoga Park, Calif.","","","United States","1966-01-01T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-68","","Medium: X; Size: Pages: 43","","NAA-SR-Memo-11131","","","","","2012-06-28T00:00:00Z","4544258","https://www.osti.gov/biblio/4544258","","","",""
"EFFECT OF VARIOUS FACTORS ON DISSOCIATION OF BACILLUS BREVIS VAR. G.-B.","Zharikova, G G; Lukin, A A","N28300* -Life Sciences-Genetics & Cytogenetics; AMINO ACIDS; CHEMICALS; DRUGS; ETHYL RADICALS; GUANINE; HETEROCYCLICS; HYDROGEN PEROXIDES; HYPOXANTHINE; IMINES; IRRADIATION; MUTAGENS; MUTATIONS; ORGANIC BROMINE COMPOUNDS; ORGANIC NITROGEN COMPOUNDS; PURINE; PYRIMIDINES; RADIATION EFFECTS; ULTRAVIOLET RADIATION; URACIL; VARIATIONS; XANTHINES; URACIL, 5-BROMO-/effects on dissociation in Bacillus brevis; AMINO ACIDS/effects on dissociation in Bacillus brevis; ULTRAVIOLET RADIATION/effects on dissociation in Bacillus brevis; MUTATIONS/radioinduced, in Bacillus brevis, uv; SCHIZOMYCOTA/Bacillus brevis, radioinduced metations in, uv; SULFATHIAZOLE/effects on dissociation in Bacillus brevis; SCHIZOMYCOTA/Bacillus brevis, mutations induced in, by chemicals; MUTATIONS/induced in Bacillus brevis by chemicals; ETHYLENIMINE/effects on dissociation in Bacillus brevis; HYDROGEN PEROXIDES/effects on dissociation in Bacillus brevis; HYPOXANTHINE/effects on dissociation in Bacillus brevis; 8-AZAGUANINE/effects on dissociation in Bacillus brevis","","","","Moscow State Univ.","","","Country unknown/Code not available","1966-01-01T00:00:00Z","English","Journal Article","","Journal Name: Microbiology (USSR) (Engl. Transl.), 35: 83-8(Jan.-Feb. 1966).; Other Information: Orig. Receipt Date: 31-DEC-68; Bib. Info. Source: DIX (Henry Dix)","","Medium: X","","","","","","","2009-12-15T00:00:00Z","4482061","https://www.osti.gov/biblio/4482061","","Microbiology (USSR) (Engl. Transl.), 35: 83-8(Jan.-Feb. 1966).","",""
"THERMOMETRY OF SUN'S INTERIOR IN NEUTRINO EXPERIMENTS.","Kuzmin, V A","N32120* -Physics-Astrophysics-Stars; BERYLLIUM 7; BORON 8; DETERMINATION; EMISSION; HIGH TEMPERATURE; HYDROGEN; NEUTRINOS; NUCLEAR REACTIONS; OXYGEN 15; SUN NITROGEN 13","","","","Lebedev Inst. of Physics, Moscow","","","Country unknown/Code not available","1966-01-01T00:00:00Z","Russian","Journal Article","","Journal Name: Dokl. Akad. Nauk SSSR, 167: 1276-9(Apr. 21, 1966).; Other Information: Orig. Receipt Date: 31-DEC-67","","Medium: X","","","","Journal ID: DANKA","","","2009-12-15T00:00:00Z","4468371","https://www.osti.gov/biblio/4468371","","Dokl. Akad. Nauk SSSR, 167: 1276-9(Apr. 21, 1966).","",""
"SNAP-8 CORROSION PROGRAM QUARTERLY PROGRESS REPORT FOR PERIOD ENDING MAY 31, 1965","Savage, H W; Compere, E L; MacPherson, R E; Huntley, W R; Taboada, A","METALS, CERAMICS, AND OTHER MATERIALS; Corrosion; CARBON; CHROMIUM ALLOYS; COOLANT LOOPS; CORROSION; CROLOY; DECARBONIZATION; DEUTERIUM; DIFFUSION; EUTECTICS; HASTELLOY; HYDROGEN; INOR- 8; IRON ALLOYS; LIQUID METAL COOLANT; MASS TRANSFER; MECHANICAL PROPERTIES; MOLYBDENUM ALLOYS; NICKEL ALLOYS; OPERATION; OXYGEN; POTASSIUM ALLOYS; POWER; REACTOR MATERIALS; REACTORS; SNAP-8 SERIES; SODIUM ALLOYS; SPACE VEHICLES; STAINLESS STEELS; TEMPERATURE; TRAPS","","","NTIS","Oak Ridge National Lab., Tenn.","","","United States","1965-09-01T00:00:00Z","English","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-66","","Medium: X; Size: Pages: 22","","ORNL-3859","W-7405-ENG-26","","","","2008-02-05T00:00:00Z","4620736","https://www.osti.gov/biblio/4620736","","","",""
"HIGH-TEMPERATURE PROGRESS REPORT NO. 49. PART A","","METALS, CERAMICS, AND OTHER MATERIALS; General; AIR; ALUMINUM ALLOYS; ALUMINUM OXIDES; ANNEALING; BERYLLIUM OXIDES; CANNING; CASTING; CERMETS; CHEMICAL REACTIONS; CHROMIUM; CHROMIUM ALLOYS; CORROSION; CORROSION PROTECTION; CREEP; DEFECTS; DIELECTRICS; DIFFUSION; DISLOCATIONS; ELASTICITY; ELECTRIC ARCS; ELECTRIC CONDUCTIVITY; ELECTRIC POTENTIAL; EQUATIONS; EXTRUSION; FABRICATION; FAILURES; FAST NEUTRONS; FISSION PRODUCTS; FUEL CANS; GASES; GRAIN SIZE; GRAPHITE; HAFNIUM OXIDES; HARDNESS; HIGH TEMPERATURE; HOT WORKING; HYDROGEN; IN PILE LOOPS; INOR-8; IRON ALLOYS; IRON COMPOUNDS; MAGNESIUM OXIDES; MEASURED VALUES; MOLYBDENUM; MOLYBDENUM ALLOYS; NIOBIUM; NIOBIUM ALLOYS; OXIDATION; OXIDES; QUAL","","","NTIS","General Electric Co., Cincinnati, Ohio. Nuclear Materials and Propulsion Operation","","","United States","1965-07-28T00:00:00Z","English","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-65","","Medium: ED; Size: Pages: 80","","GEMP-49A","AT(40-1)-2847","","10.2172/4559330","","2013-06-13T00:00:00Z","4559330","https://www.osti.gov/biblio/4559330","https://www.osti.gov/servlets/purl/4559330","","",""
"SNAP-8 CORROSION PROGRAM QUARTERLY PROGRESS REPORT FOR PERIOD ENDING FEBRUARY 28, 1965","Savage, H W; Compere, E L; MacPherson, R E; Huntley, W R; Taboada, A","METALS, CERAMICS, AND OTHER MATERIALS; Corrosion; AUSTENITE; CARBIDES; CARBON; CHROMIUM ALLOYS; COOLANT LOOPS; CORROSION; CROLOY; DECARBURIZATION; DEUTERIUM; DIFFUSION; FLUID FLOW; HIGH TEMPERATURE; HYDRIDES; HYDROGEN; INOR-8; LIQUID METALS; LITHIUM; LITHIUM ALLOYS; LITHIUM HYDRIDES; MECHANICAL PROPERTIES; MOLYBDENUM ALLOYS; NICKEL ALLOYS; OXYGEN; PHASE DIAGRAMS; POTASSIUM ALLOYS; PRECIPITATION; PRESSURE; QUALITATIVE ANALYSIS; QUANTITY RATIO; SODIUM ALLOYS; SOLUBILITY; STAINLESS STEELS; STEELS; TEMPERATURE","","","NTIS","Oak Ridge National Lab., Tenn.","","","United States","1965-06-01T00:00:00Z","English","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-65","","Medium: X; Size: Pages: 43","","ORNL-3823","W-7405-ENG-26","","","","2008-02-05T00:00:00Z","4600432","https://www.osti.gov/biblio/4600432","","","",""
"SNAP-8 CORROSION PROGRAM. Quarterly Progress Report for Period Ending November 30, 1964","Savage, H W; Compere, E L; MacPherson, R E; Huntley, W R; Taboada, A","METALS, CERAMICS, AND OTHER MATERIALS; Corrosion; CARBIDES; CHROMIUM ALLOYS; CORROSION; CROLOY; DECARBURIZATION; DIFFUSION; EFFICIENCY; HASTELLOY; HYDROGEN; INOR-8; LIQUID METALS; LITHIUM ALLOYS; MEASURED VALUES; MOLYBDENUM ALLOYS; NICKEL ALLOYS; OXYGEN; POTASSIUM ALLOYS; PRESSURE; QUALITATIVE ANALYSIS; SODIUM ALLOYS; SOLUBILITY; STAINLESS STEELS; STEELS; TEMPERATURE; TENSILE PROPERTIES; TESTING; VARIATIONS","","","NTIS","Oak Ridge National Lab., Tenn.","","","United States","1965-03-01T00:00:00Z","English","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-65","","Medium: X; Size: Pages: 63","","ORNL-3784","W-7405-ENG-26","","","","2008-02-05T00:00:00Z","4629710","https://www.osti.gov/biblio/4629710","","","",""
"CLADDING AND STRUCTURAL MATERIALS","","METALS, CERAMICS, AND OTHER MATERIALS; General; ABSORPTION; ADSORPTION; AIR; ALLOYS; ALUMINUM; CALCIUM ALLOYS; CARBIDES; CHROMIUM; CHROMIUM ALLOYS; CHROMIUM STEELS; COBALT ALLOYS; COOLANT LOOPS; COPPER ALLOYS; CORROSION; CORROSION PROTECTION; CRACKS; CREEP; CROLOY; DISPERSIONS; DISTRIBUTION; ELECTRIC CONDUCTIVITY; ELECTRIC POTENTIAL; ELEMENTS; EMISSION; ENTHALPY; EQUATIONS; FAILURES; FILMS; HAFNIUM; HAFNIUM ALLOYS; HARDNESS; HASTELLOY; HAYNES ALLOYS; HEAT RESISTING METALS; HEAT TREATMENTS; HIGH TEMPERATURE; HYDROGEN; HYDROGENATION; INOR-8; IRON ALLOYS; LIQUID FLOW; LIQUID METAL COOLANT; LIQUID METALS; MEASURED VALUES; MECHANICAL PROPERTIES; METALS; MOLYBDENUM; MOLYBDENUM ALLOYS; MONOCRYSTA","","","","Originating Research Org. not identified","","","Country unknown/Code not available","1965-01-01T00:00:00Z","English","Journal Article","","Journal Name: Reactor Mater.; Journal Volume: Vol: 8; Other Information: Orig. Receipt Date: 31-DEC-66","","Medium: X; Size: Pages: 142-62","","","","","","","2009-12-15T00:00:00Z","4590668","https://www.osti.gov/biblio/4590668","","Reactor Mater.","","Vol: 8"
"SNAP-8 CORROSION PROGRAM. Quarterly Progress Report for Period Ending August 31, 1964","Savage, H W; Compere, E L; MacPherson, R E; Huntley, W R; Taboada, A","METALS, CERAMICS, AND OTHER MATERIALS; Corrosion; BURNOUT; CARBON; CHEMICAL REACTIONS; CHROMIUM ALLOYS; CHROMIUM STEELS; COOLANT LOOPS; CORROSION; CROLOY; DEGASSING; DIFFUSION; EQUATIONS; HIGH TEMPERATURE; HYDROGEN; INOR-8; INSTRUMENTS; LIQUID FLOW; LIQUID METALS; LITHIUM; LOW TEMPERATURE; MASS TRANSFER; MOCKUP; MOLYBDENUM ALLOYS; NICKEL ALLOYS; OPERATION; OXYGEN; PLANNING; POTASSIUM ALLOYS; POWER PLANTS; PUMPS; QUALITATIVE ANALYSIS; QUANTITATIVE ANALYSIS; QUANTITY RATIO; REACTOR MATERIALS; REACTORS; SNAP-8 SERIES; SODIUM ALLOYS; SOLUBILITY; STAINLESS STEEL-316; STAINLESS STEELS; TRAPS; YTTRIUM","","","NTIS","Oak Ridge National Lab., Tenn.","","","United States","1964-11-01T00:00:00Z","English","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-65","","Medium: X; Size: Pages: 68","","ORNL-3730","W-7405-ENG-26","","","","2008-02-05T00:00:00Z","4640956","https://www.osti.gov/biblio/4640956","","","",""
"SNAP-8 CORROSION PROGRAM. Quarterly Progress Report for Period Ending May 31, 1964","Savage, H W; Compere, E L; MacPherson, R E; Huntley, W R; Taboada, A","METALS, CERAMICS, AND OTHER MATERIALS; Corrosion; CARBON; CHEMICAL REACTIONS; CHROMIUM ALLOYS; CHROMIUM STEELS; COOLANT LOOPS; CORROSION; CROLOY; DIFFUSION; EXPANSION; GRAIN SIZE; HASTELLOY; HIGH TEMPERATURE; HYDROGEN; INOR-8; LIQUID METALS; MASS TRANSFER; MOLYBDENUM ALLOYS; NICKEL ALLOYS; OPERATION; OXIDES; POTASSIUM ALLOYS; POWER PLANTS; QUALITATIVE ANALYSIS; QUANTITY RATIO; REACTION KINETICS; REACTOR MATERIALS; REACTORS; SNAP-8 SERIES; SODIUM ALLOYS; SOLUBILITY; STAINLESS STEEL-316; STAINLESS STEEL-347; STAINLESS STEELS","","","NTIS","Oak Ridge National Lab., Tenn.","","","United States","1964-07-01T00:00:00Z","English","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-65","","Medium: X; Size: Pages: 35","","ORNL-3671","W-7405-ENG-26","","","","2008-02-05T00:00:00Z","4650725","https://www.osti.gov/biblio/4650725","","","",""
"THE PROTON-PROTON CYCLE AND SOLAR NEUTRINOS","Kocharov, G E","PHYSICS; ARGON 37; ASTROPHYSICS; BERYLLIUM 7; BERYLLIUM 8; BORON 7; BORON 8; CAPTURE; CARBON; CHLORINE 37; COSMIC RADIATION; CROSS SECTIONS; DEUTERIUM; DIAGRAMS; ELECTRONS; EMISSION; ENERGY; ENERGY RANGE; GAMMA RADIATION; HELIUM 3; HELIUM 4; HYDROGEN; INTERACTIONS; LITHIUM 4; LITHIUM 7; MEV RANGE; NEUTRINOS; NITROGEN; NUCLEAR REACTIONS; NUMERICALS; PHOTONS; POSITRONS; PRODUCTION; PROTONS; QUANTITY RATIO; SPECTRA; STARS; SUN; TABLES; TEMPERATURE; THERMONUCLEAR REACTIONS; VARIATIONS; WEIGHT","","","","Ioffe Inst. of Physics and Tech., Leningrad","","","Country unknown/Code not available","1964-06-01T00:00:00Z","Russian","Journal Article","","Journal Name: Doklady Akademii Nauk SSSR (U.S.S.R.) English translation currently published in a number of subject-oriented journals; Journal Volume: Vol: 156; Other Information: Orig. Receipt Date: 31-DEC-64","","Medium: X; Size: Pages: 781-4","","","","Journal ID: DANKA; 0002-3264","","","2009-12-14T00:00:00Z","4026484","https://www.osti.gov/biblio/4026484","","Doklady Akademii Nauk SSSR (U.S.S.R.) English translation currently published in a number of subject-oriented journals","","Vol: 156"
"SNAP-8 CORROSION PROGRAM. Quarterly Progress Report for Period Ending February 29, 1964","Savage, H W; Compere, E L; MacPherson, R E; Huntley, W R; Taboada, A","METALS, CERAMICS, AND OTHER MATERIALS; Corrosion; BRITTLENESS; CARBON; CHROMIUM ALLOYS; CHROMIUM STEELS; COOLANT LOOPS; CORROSION; CROLOY; DETECTION; DISTRIBUTION; HASTELLOY; HIGH TEMPERATURE; HYDROGEN; INJECTION; INOR-8; INSTRUMENTS; LABORATORY EQUIPMENT; LEAKS; LIQUID METALS; MASS TRANSFER; MOLYBDENUM ALLOYS; NICKEL ALLOYS; OPERATION; OXIDES; PIPES; POTASSIUM ALLOYS; POTASSIUM HYDRIDES; POWER PLANTS; PRECIPITATION; QUALITATIVE ANALYSIS; REACTOR MATERIALS; REACTORS; SNAP-8 SERIES; SODIUM ALLOYS; SODIUM HYDRIDES; STAINLESS STEEL- 347; STAINLESS STEEL-316; STAINLESS STEELS; TEMPERATURE; WELDING; WELDS","","","NTIS","Oak Ridge National Lab., Tenn.","","","United States","1964-04-01T00:00:00Z","English","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-65","","Medium: X; Size: Pages: 40","","ORNL-3618","W-7405-ENG-26","","","","2008-02-05T00:00:00Z","4650726","https://www.osti.gov/biblio/4650726","","","",""
"THE OCCURRENCE OF He$sup 8$ CASTS DOUBTS ON THE STABILITY OF H$sup 5$, H$sup 4$ AND TETRANEUTRON","Goldanskii, V I","PHYSICS; ALPHA PARTICLES; DECAY; ENERGY LEVELS; HELIUM 8; HYDROGEN 4; HYDROGEN 5; ISOSPIN; NEUTRONS; NUMERICALS; STABILITY; TRITIUM","","","","Inst. of Chemical Physics, Moscow","","","Country unknown/Code not available","1964-04-01T00:00:00Z","English","Journal Article","","Journal Name: Phys. Letters; Journal Volume: Vol: 9; Other Information: Orig. Receipt Date: 31-DEC-64","","Medium: X; Size: Pages: 184","","","","","10.1016/0031-9163(64)90136-2","","2009-12-14T00:00:00Z","4093983","https://www.osti.gov/biblio/4093983","","Phys. Letters","","Vol: 9"
"SNAP-8 CORROSION PROGRAM. Quarterly Progress Report for Period Ending November 30, 1963","Savage, H W; Compere, E L; MacPherson, R E; Huntley, W R; Taboada, A","METALS, CERAMICS, AND OTHER MATERIALS; Corrosion; CHROMIUM ALLOYS; CHROMIUM STEELS; COOLANT LOOPS; CORROSION; CROLOY; DETECTION; DIFFUSION; FABRICATION; FAILURES; HASTELLOY; HEATING; HIGH TEMPERATURE; HYDROGEN; INJECTION; INSTRUMENTS; LABORATORY EQUIPMENT; LEAKS; LIQUID METALS; MEASURED VALUES; MOLYBDENUM ALLOYS; NICKEL ALLOYS; OPERATION; OXIDES; POTASSIUM ALLOYS; POWER PLANTS; REACTOR MATERIALS; REACTORS; SAMPLING; SNAP-8 SERIES; SODIUM ALLOYS; SOLUBILITY; STAINLESS STEEL-316; STAINLESS STEEL-347; STAINLESS STEELS; TUBES","","","NTIS","Oak Ridge National Lab., Tenn.","","","United States","1964-03-01T00:00:00Z","English","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-65","","Medium: X; Size: Pages: 51","","ORNL-3604","W-7405-ENG-26","","","","2008-02-05T00:00:00Z","4640957","https://www.osti.gov/biblio/4640957","","","",""
